order_id,order_date,order_month,order_total,is_discounted,category,customer_id,acquisition_channel,country,signup_date,cohort_month,months_since_signup,is_first_order
60,2024-04-12,2024-04,146.26,0,Outdoor,32,Organic,AU,2024-04-12,2024-04,0,1
61,2024-05-30,2024-05,56.63,1,Outdoor,32,Organic,AU,2024-04-12,2024-04,1,0
62,2024-08-24,2024-08,55.51,0,Outdoor,32,Organic,AU,2024-04-12,2024-04,4,0
63,2024-02-11,2024-02,23.33,1,Apparel,33,Organic,US,2024-02-11,2024-02,0,1
64,2024-07-02,2024-07,129.38,0,Beauty,33,Organic,US,2024-02-11,2024-02,5,0
65,2024-09-06,2024-09,13.11,1,Home,34,Organic,UK,2024-09-06,2024-09,0,1
66,2024-09-19,2024-09,69.64,0,Apparel,34,Organic,UK,2024-09-06,2024-09,0,0
67,2025-03-30,2025-03,193.32,1,Electronics,34,Organic,UK,2024-09-06,2024-09,6,0
68,2025-02-03,2025-02,16.0,1,Home,35,Discount,US,2025-02-03,2025-02,0,1
69,2024-01-29,2024-01,234.84,0,Beauty,36,Paid Social,US,2024-01-29,2024-01,0,1
70,2024-02-11,2024-02,328.89,0,Beauty,36,Paid Social,US,2024-01-29,2024-01,1,0
71,2025-01-21,2025-01,29.66,0,Apparel,37,Paid Social,US,2025-01-21,2025-01,0,1
72,2025-01-30,2025-01,104.12,0,Outdoor,37,Paid Social,US,2025-01-21,2025-01,0,0
73,2025-01-07,2025-01,217.43,0,Home,38,Organic,US,2025-01-07,2025-01,0,1
74,2025-02-11,2025-02,163.24,0,Electronics,38,Organic,US,2025-01-07,2025-01,1,0
75,2024-05-04,2024-05,260.47,0,Electronics,39,Organic,US,2024-05-04,2024-05,0,1
76,2024-10-11,2024-10,17.84,0,Outdoor,40,Paid Social,AU,2024-10-11,2024-10,0,1
77,2024-11-19,2024-11,217.79,0,Electronics,40,Paid Social,AU,2024-10-11,2024-10,1,0
78,2024-03-15,2024-03,43.69,0,Apparel,41,Paid Search,CA,2024-03-15,2024-03,0,1
79,2024-03-20,2024-03,91.63,0,Home,41,Paid Search,CA,2024-03-15,2024-03,0,0
80,2024-12-07,2024-12,272.84,1,Apparel,42,Discount,UK,2024-12-07,2024-12,0,1
81,2024-11-11,2024-11,129.73,0,Electronics,43,Referral,US,2024-11-11,2024-11,0,1
82,2024-12-07,2024-12,240.18,0,Electronics,43,Referral,US,2024-11-11,2024-11,1,0
83,2025-01-06,2025-01,105.13,0,Beauty,43,Referral,US,2024-11-11,2024-11,2,0
84,2024-06-08,2024-06,105.33,0,Home,44,Paid Search,US,2024-06-08,2024-06,0,1
85,2024-10-02,2024-10,34.46,0,Outdoor,44,Paid Search,US,2024-06-08,2024-06,4,0
86,2024-01-31,2024-01,112.82,0,Apparel,45,Referral,UK,2024-01-31,2024-01,0,1
87,2025-03-12,2025-03,40.91,1,Home,46,Discount,US,2025-03-12,2025-03,0,1
88,2024-07-19,2024-07,116.79,1,Beauty,47,Paid Search,CA,2024-07-19,2024-07,0,1
89,2024-08-05,2024-08,111.75,0,Beauty,47,Paid Search,CA,2024-07-19,2024-07,1,0
90,2025-02-05,2025-02,71.66,0,Beauty,48,Paid Social,US,2025-02-05,2025-02,0,1
91,2025-03-18,2025-03,137.99,0,Home,48,Paid Social,US,2025-02-05,2025-02,1,0
92,2025-04-05,2025-04,90.5,0,Apparel,48,Paid Social,US,2025-02-05,2025-02,2,0
93,2024-11-01,2024-11,46.61,1,Beauty,49,Discount,US,2024-11-01,2024-11,0,1
94,2024-11-05,2024-11,164.58,0,Beauty,49,Discount,US,2024-11-01,2024-11,0,0
95,2024-12-16,2024-12,80.82,0,Electronics,50,Organic,AU,2024-12-16,2024-12,0,1
96,2024-12-07,2024-12,233.94,1,Electronics,51,Discount,CA,2024-12-07,2024-12,0,1
97,2024-03-28,2024-03,304.91,0,Outdoor,52,Organic,US,2024-03-28,2024-03,0,1
98,2024-04-04,2024-04,191.69,0,Home,52,Organic,US,2024-03-28,2024-03,1,0
99,2024-06-12,2024-06,119.19,0,Outdoor,53,Paid Social,CA,2024-06-12,2024-06,0,1
100,2024-06-17,2024-06,128.16,0,Electronics,53,Paid Social,CA,2024-06-12,2024-06,0,0
101,2024-07-29,2024-07,345.92,0,Outdoor,54,Referral,US,2024-07-29,2024-07,0,1
102,2024-08-12,2024-08,64.24,0,Apparel,55,Paid Social,US,2024-08-12,2024-08,0,1
103,2024-01-20,2024-01,148.48,0,Outdoor,56,Paid Search,US,2024-01-20,2024-01,0,1
104,2024-03-10,2024-03,81.41,0,Apparel,56,Paid Search,US,2024-01-20,2024-01,2,0
105,2024-09-02,2024-09,169.09,0,Electronics,57,Paid Social,US,2024-09-02,2024-09,0,1
106,2024-03-10,2024-03,45.86,0,Electronics,58,Organic,US,2024-03-10,2024-03,0,1
107,2024-05-13,2024-05,104.21,0,Electronics,58,Organic,US,2024-03-10,2024-03,2,0
108,2024-11-30,2024-11,22.98,0,Apparel,59,Organic,US,2024-11-30,2024-11,0,1
109,2024-12-03,2024-12,283.35,0,Electronics,59,Organic,US,2024-11-30,2024-11,1,0
110,2024-11-03,2024-11,414.24,0,Home,60,Organic,US,2024-11-03,2024-11,0,1
111,2025-03-14,2025-03,80.34,0,Beauty,60,Organic,US,2024-11-03,2024-11,4,0
112,2025-04-15,2025-04,52.19,0,Apparel,60,Organic,US,2024-11-03,2024-11,5,0
113,2025-02-19,2025-02,89.4,0,Home,61,Paid Social,US,2025-02-19,2025-02,0,1
114,2024-12-01,2024-12,276.59,0,Apparel,62,Paid Search,US,2024-12-01,2024-12,0,1
115,2025-01-13,2025-01,91.77,0,Home,62,Paid Search,US,2024-12-01,2024-12,1,0
116,2025-01-30,2025-01,56.55,0,Apparel,62,Paid Search,US,2024-12-01,2024-12,1,0
117,2025-03-25,2025-03,461.12,0,Beauty,62,Paid Search,US,2024-12-01,2024-12,3,0
118,2025-04-18,2025-04,105.67,0,Beauty,62,Paid Search,US,2024-12-01,2024-12,4,0
119,2024-06-13,2024-06,80.27,0,Outdoor,63,Organic,CA,2024-06-13,2024-06,0,1
120,2024-09-26,2024-09,105.68,0,Apparel,63,Organic,CA,2024-06-13,2024-06,3,0
121,2025-03-11,2025-03,33.95,1,Outdoor,64,Discount,US,2025-03-11,2025-03,0,1
122,2025-04-15,2025-04,103.2,0,Outdoor,64,Discount,US,2025-03-11,2025-03,1,0
123,2024-07-03,2024-07,51.98,0,Electronics,65,Paid Search,CA,2024-07-03,2024-07,0,1
124,2025-02-13,2025-02,110.68,0,Outdoor,65,Paid Search,CA,2024-07-03,2024-07,7,0
125,2025-03-08,2025-03,237.66,0,Outdoor,65,Paid Search,CA,2024-07-03,2024-07,8,0
126,2024-05-26,2024-05,61.6,0,Beauty,66,Paid Search,CA,2024-05-26,2024-05,0,1
127,2025-02-11,2025-02,95.01,0,Electronics,67,Paid Search,CA,2025-02-11,2025-02,0,1
128,2025-02-17,2025-02,71.86,1,Electronics,67,Paid Search,CA,2025-02-11,2025-02,0,0
129,2024-06-15,2024-06,39.0,0,Beauty,68,Organic,US,2024-06-15,2024-06,0,1
130,2024-10-02,2024-10,132.06,0,Electronics,68,Organic,US,2024-06-15,2024-06,4,0
131,2024-02-04,2024-02,221.47,1,Apparel,69,Referral,US,2024-02-04,2024-02,0,1
132,2024-04-14,2024-04,34.81,0,Home,69,Referral,US,2024-02-04,2024-02,2,0
133,2024-07-30,2024-07,163.26,0,Outdoor,70,Paid Search,UK,2024-07-30,2024-07,0,1
134,2024-08-25,2024-08,65.75,0,Outdoor,70,Paid Search,UK,2024-07-30,2024-07,1,0
135,2024-12-24,2024-12,417.24,0,Apparel,71,Organic,UK,2024-12-24,2024-12,0,1
136,2025-01-19,2025-01,39.48,0,Home,71,Organic,UK,2024-12-24,2024-12,1,0
137,2024-03-26,2024-03,142.71,1,Apparel,72,Discount,AU,2024-03-26,2024-03,0,1
138,2024-07-27,2024-07,108.56,0,Beauty,73,Referral,US,2024-07-27,2024-07,0,1
139,2024-02-28,2024-02,45.5,0,Electronics,74,Referral,AU,2024-02-28,2024-02,0,1
140,2024-11-04,2024-11,186.46,1,Outdoor,75,Discount,AU,2024-11-04,2024-11,0,1
141,2024-11-13,2024-11,238.85,0,Apparel,75,Discount,AU,2024-11-04,2024-11,0,0
142,2024-08-02,2024-08,218.64,1,Outdoor,76,Discount,US,2024-08-02,2024-08,0,1
143,2024-05-28,2024-05,87.09,0,Outdoor,77,Paid Search,US,2024-05-28,2024-05,0,1
144,2024-06-18,2024-06,85.48,0,Electronics,77,Paid Search,US,2024-05-28,2024-05,1,0
145,2024-04-12,2024-04,46.35,0,Electronics,78,Paid Social,US,2024-04-12,2024-04,0,1
146,2024-07-25,2024-07,123.84,1,Home,78,Paid Social,US,2024-04-12,2024-04,3,0
147,2024-09-11,2024-09,40.7,0,Outdoor,79,Paid Social,US,2024-09-11,2024-09,0,1
148,2024-11-21,2024-11,57.82,0,Apparel,79,Paid Social,US,2024-09-11,2024-09,2,0
149,2024-12-02,2024-12,289.47,0,Electronics,79,Paid Social,US,2024-09-11,2024-09,3,0
150,2025-04-07,2025-04,356.21,0,Apparel,79,Paid Social,US,2024-09-11,2024-09,7,0
151,2024-10-28,2024-10,160.79,0,Outdoor,80,Organic,US,2024-10-28,2024-10,0,1
152,2025-02-27,2025-02,218.33,0,Outdoor,81,Organic,US,2025-02-27,2025-02,0,1
153,2024-07-15,2024-07,166.8,0,Outdoor,82,Organic,UK,2024-07-15,2024-07,0,1
154,2024-03-13,2024-03,28.41,0,Apparel,83,Paid Social,UK,2024-03-13,2024-03,0,1
155,2024-06-18,2024-06,223.53,0,Apparel,83,Paid Social,UK,2024-03-13,2024-03,3,0
156,2025-01-09,2025-01,86.29,0,Beauty,84,Referral,US,2025-01-09,2025-01,0,1
157,2024-10-10,2024-10,528.28,0,Outdoor,85,Referral,US,2024-10-10,2024-10,0,1
158,2024-11-11,2024-11,310.59,0,Outdoor,86,Paid Search,US,2024-11-11,2024-11,0,1
159,2024-02-13,2024-02,103.44,0,Beauty,87,Organic,US,2024-02-13,2024-02,0,1
160,2024-04-16,2024-04,82.07,0,Home,87,Organic,US,2024-02-13,2024-02,2,0
161,2024-06-24,2024-06,213.66,1,Electronics,87,Organic,US,2024-02-13,2024-02,4,0
162,2024-05-20,2024-05,112.84,0,Home,88,Paid Search,US,2024-05-20,2024-05,0,1
163,2024-07-12,2024-07,51.82,0,Beauty,88,Paid Search,US,2024-05-20,2024-05,2,0
164,2024-08-05,2024-08,208.83,0,Apparel,88,Paid Search,US,2024-05-20,2024-05,3,0
165,2024-12-11,2024-12,571.36,0,Apparel,89,Paid Social,US,2024-12-11,2024-12,0,1
166,2025-01-09,2025-01,29.34,1,Apparel,90,Discount,UK,2025-01-09,2025-01,0,1
167,2024-07-14,2024-07,236.27,1,Home,91,Discount,AU,2024-07-14,2024-07,0,1
168,2024-08-20,2024-08,50.52,0,Beauty,91,Discount,AU,2024-07-14,2024-07,1,0
169,2024-12-28,2024-12,243.34,1,Electronics,92,Discount,UK,2024-12-28,2024-12,0,1
170,2025-01-13,2025-01,83.73,1,Electronics,93,Discount,US,2025-01-13,2025-01,0,1
171,2025-01-31,2025-01,53.72,0,Outdoor,93,Discount,US,2025-01-13,2025-01,0,0
172,2024-06-23,2024-06,26.03,1,Apparel,94,Discount,US,2024-06-23,2024-06,0,1
173,2025-02-08,2025-02,292.16,0,Apparel,95,Paid Search,UK,2025-02-08,2025-02,0,1
174,2025-02-11,2025-02,259.46,0,Home,95,Paid Search,UK,2025-02-08,2025-02,0,0
175,2025-03-31,2025-03,334.84,0,Apparel,95,Paid Search,UK,2025-02-08,2025-02,1,0
176,2024-05-09,2024-05,212.67,0,Electronics,96,Organic,US,2024-05-09,2024-05,0,1
177,2024-06-05,2024-06,90.92,0,Beauty,96,Organic,US,2024-05-09,2024-05,1,0
178,2024-07-15,2024-07,36.34,0,Outdoor,96,Organic,US,2024-05-09,2024-05,2,0
179,2024-04-17,2024-04,197.12,0,Outdoor,97,Organic,US,2024-04-17,2024-04,0,1
180,2024-06-25,2024-06,91.28,0,Outdoor,97,Organic,US,2024-04-17,2024-04,2,0
181,2024-06-28,2024-06,204.44,0,Apparel,97,Organic,US,2024-04-17,2024-04,2,0
182,2024-11-03,2024-11,131.1,0,Outdoor,98,Paid Search,US,2024-11-03,2024-11,0,1
183,2024-11-17,2024-11,54.45,0,Outdoor,98,Paid Search,US,2024-11-03,2024-11,0,0
184,2024-12-08,2024-12,67.43,0,Beauty,98,Paid Search,US,2024-11-03,2024-11,1,0
185,2025-01-01,2025-01,109.62,1,Home,98,Paid Search,US,2024-11-03,2024-11,2,0
186,2024-10-13,2024-10,150.21,1,Outdoor,99,Organic,US,2024-10-13,2024-10,0,1
187,2024-03-03,2024-03,141.82,0,Beauty,100,Organic,UK,2024-03-03,2024-03,0,1
188,2025-01-09,2025-01,47.6,1,Electronics,101,Discount,US,2025-01-09,2025-01,0,1
189,2024-03-30,2024-03,196.53,0,Beauty,102,Organic,US,2024-03-30,2024-03,0,1
190,2024-06-24,2024-06,50.12,0,Beauty,102,Organic,US,2024-03-30,2024-03,3,0
191,2024-12-28,2024-12,34.88,1,Apparel,103,Discount,US,2024-12-28,2024-12,0,1
192,2024-01-04,2024-01,34.75,0,Home,104,Referral,US,2024-01-04,2024-01,0,1
193,2024-02-14,2024-02,255.89,0,Home,104,Referral,US,2024-01-04,2024-01,1,0
194,2024-12-24,2024-12,891.34,0,Beauty,105,Paid Social,UK,2024-12-24,2024-12,0,1
195,2025-01-23,2025-01,71.68,0,Electronics,105,Paid Social,UK,2024-12-24,2024-12,1,0
196,2024-12-20,2024-12,86.17,0,Apparel,106,Paid Social,CA,2024-12-20,2024-12,0,1
197,2024-12-17,2024-12,160.13,0,Beauty,107,Paid Search,US,2024-12-17,2024-12,0,1
198,2025-02-19,2025-02,108.12,0,Apparel,107,Paid Search,US,2024-12-17,2024-12,2,0
199,2024-10-26,2024-10,138.38,0,Apparel,108,Paid Social,UK,2024-10-26,2024-10,0,1
200,2024-07-31,2024-07,242.73,0,Home,109,Organic,US,2024-07-31,2024-07,0,1
201,2024-10-21,2024-10,18.93,1,Beauty,109,Organic,US,2024-07-31,2024-07,3,0
202,2024-11-13,2024-11,104.96,1,Beauty,110,Discount,US,2024-11-13,2024-11,0,1
203,2024-05-04,2024-05,49.24,0,Home,111,Paid Search,US,2024-05-04,2024-05,0,1
204,2024-05-21,2024-05,70.95,0,Apparel,111,Paid Search,US,2024-05-04,2024-05,0,0
205,2024-12-17,2024-12,88.69,0,Home,112,Organic,US,2024-12-17,2024-12,0,1
206,2024-09-07,2024-09,63.65,0,Electronics,113,Paid Social,US,2024-09-07,2024-09,0,1
207,2024-12-09,2024-12,310.4,0,Beauty,113,Paid Social,US,2024-09-07,2024-09,3,0
208,2025-02-07,2025-02,111.05,0,Outdoor,113,Paid Social,US,2024-09-07,2024-09,5,0
209,2024-07-25,2024-07,121.5,0,Home,114,Paid Social,US,2024-07-25,2024-07,0,1
210,2024-08-15,2024-08,86.47,0,Home,115,Paid Search,AU,2024-08-15,2024-08,0,1
211,2024-09-03,2024-09,72.66,0,Beauty,115,Paid Search,AU,2024-08-15,2024-08,1,0
212,2024-09-06,2024-09,101.09,1,Outdoor,115,Paid Search,AU,2024-08-15,2024-08,1,0
213,2024-09-12,2024-09,156.7,0,Beauty,116,Paid Social,UK,2024-09-12,2024-09,0,1
214,2024-01-17,2024-01,43.01,0,Outdoor,117,Organic,US,2024-01-17,2024-01,0,1
215,2024-02-05,2024-02,92.55,0,Beauty,117,Organic,US,2024-01-17,2024-01,1,0
216,2024-03-03,2024-03,199.9,0,Electronics,118,Paid Social,US,2024-03-03,2024-03,0,1
217,2024-04-20,2024-04,76.8,0,Outdoor,119,Organic,UK,2024-04-20,2024-04,0,1
218,2024-08-07,2024-08,55.85,0,Electronics,119,Organic,UK,2024-04-20,2024-04,4,0
219,2024-02-21,2024-02,307.84,1,Beauty,120,Organic,CA,2024-02-21,2024-02,0,1
220,2024-03-12,2024-03,125.41,1,Home,120,Organic,CA,2024-02-21,2024-02,1,0
221,2024-05-21,2024-05,93.84,0,Beauty,120,Organic,CA,2024-02-21,2024-02,3,0
222,2024-07-16,2024-07,108.01,0,Electronics,121,Organic,AU,2024-07-16,2024-07,0,1
223,2024-12-10,2024-12,72.68,0,Outdoor,121,Organic,AU,2024-07-16,2024-07,5,0
224,2024-10-27,2024-10,225.51,0,Apparel,122,Paid Search,UK,2024-10-27,2024-10,0,1
225,2024-10-21,2024-10,212.02,1,Beauty,123,Paid Search,CA,2024-10-21,2024-10,0,1
226,2024-07-30,2024-07,40.84,0,Apparel,124,Paid Search,US,2024-07-30,2024-07,0,1
227,2025-01-19,2025-01,53.61,0,Outdoor,125,Organic,US,2025-01-19,2025-01,0,1
228,2025-03-20,2025-03,256.34,0,Beauty,125,Organic,US,2025-01-19,2025-01,2,0
229,2025-04-10,2025-04,359.78,0,Outdoor,125,Organic,US,2025-01-19,2025-01,3,0
230,2024-09-11,2024-09,92.46,1,Home,126,Organic,US,2024-09-11,2024-09,0,1
231,2024-11-16,2024-11,112.96,0,Home,126,Organic,US,2024-09-11,2024-09,2,0
232,2024-12-14,2024-12,330.87,0,Outdoor,126,Organic,US,2024-09-11,2024-09,3,0
233,2024-02-05,2024-02,90.12,0,Beauty,127,Paid Social,UK,2024-02-05,2024-02,0,1
234,2024-12-10,2024-12,44.1,0,Beauty,128,Organic,UK,2024-12-10,2024-12,0,1
235,2025-07-11,2025-07,101.9,0,Home,128,Organic,UK,2024-12-10,2024-12,7,0
236,2025-07-23,2025-07,26.68,0,Outdoor,128,Organic,UK,2024-12-10,2024-12,7,0
237,2024-09-15,2024-09,18.05,0,Outdoor,129,Paid Social,US,2024-09-15,2024-09,0,1
238,2024-10-12,2024-10,140.84,1,Outdoor,130,Discount,UK,2024-10-12,2024-10,0,1
239,2024-10-31,2024-10,46.18,0,Outdoor,130,Discount,UK,2024-10-12,2024-10,0,0
240,2024-09-11,2024-09,214.82,0,Beauty,131,Paid Search,US,2024-09-11,2024-09,0,1
241,2024-09-06,2024-09,62.4,1,Apparel,132,Discount,US,2024-09-06,2024-09,0,1
242,2024-02-10,2024-02,43.44,0,Beauty,133,Organic,US,2024-02-10,2024-02,0,1
243,2024-05-11,2024-05,156.76,0,Outdoor,133,Organic,US,2024-02-10,2024-02,3,0
244,2024-09-08,2024-09,285.86,0,Home,134,Organic,AU,2024-09-08,2024-09,0,1
245,2024-09-22,2024-09,174.78,0,Home,134,Organic,AU,2024-09-08,2024-09,0,0
246,2024-12-23,2024-12,138.35,0,Outdoor,135,Referral,UK,2024-12-23,2024-12,0,1
247,2025-01-12,2025-01,67.6,0,Outdoor,135,Referral,UK,2024-12-23,2024-12,1,0
248,2024-05-16,2024-05,236.61,0,Electronics,136,Referral,US,2024-05-16,2024-05,0,1
249,2024-12-26,2024-12,315.18,0,Electronics,136,Referral,US,2024-05-16,2024-05,7,0
250,2024-09-28,2024-09,64.26,1,Beauty,137,Discount,AU,2024-09-28,2024-09,0,1
251,2024-01-14,2024-01,96.7,0,Electronics,138,Organic,CA,2024-01-14,2024-01,0,1
252,2024-11-17,2024-11,219.97,0,Beauty,138,Organic,CA,2024-01-14,2024-01,10,0
253,2024-06-05,2024-06,50.46,0,Beauty,139,Referral,US,2024-06-05,2024-06,0,1
254,2024-07-30,2024-07,51.8,0,Apparel,139,Referral,US,2024-06-05,2024-06,1,0
255,2024-07-15,2024-07,124.8,0,Apparel,140,Paid Search,CA,2024-07-15,2024-07,0,1
256,2025-03-18,2025-03,45.66,0,Beauty,141,Paid Search,CA,2025-03-18,2025-03,0,1
257,2025-06-08,2025-06,238.08,0,Electronics,141,Paid Search,CA,2025-03-18,2025-03,3,0
258,2024-04-06,2024-04,63.02,0,Outdoor,142,Organic,CA,2024-04-06,2024-04,0,1
259,2024-05-04,2024-05,71.37,1,Outdoor,143,Discount,CA,2024-05-04,2024-05,0,1
260,2024-05-22,2024-05,167.16,0,Home,143,Discount,CA,2024-05-04,2024-05,0,0
261,2024-07-02,2024-07,57.79,0,Apparel,144,Organic,US,2024-07-02,2024-07,0,1
262,2025-06-11,2025-06,299.43,0,Home,144,Organic,US,2024-07-02,2024-07,11,0
263,2025-03-22,2025-03,85.9,1,Home,145,Discount,US,2025-03-22,2025-03,0,1
264,2025-03-25,2025-03,89.6,0,Home,145,Discount,US,2025-03-22,2025-03,0,0
265,2025-01-19,2025-01,128.11,0,Apparel,146,Paid Social,US,2025-01-19,2025-01,0,1
266,2025-05-01,2025-05,166.63,0,Electronics,146,Paid Social,US,2025-01-19,2025-01,4,0
267,2024-01-16,2024-01,61.49,0,Home,147,Referral,AU,2024-01-16,2024-01,0,1
268,2024-03-25,2024-03,262.14,0,Apparel,147,Referral,AU,2024-01-16,2024-01,2,0
269,2024-04-15,2024-04,107.15,0,Electronics,148,Paid Social,US,2024-04-15,2024-04,0,1
270,2024-04-18,2024-04,109.46,0,Home,148,Paid Social,US,2024-04-15,2024-04,0,0
271,2025-01-04,2025-01,54.02,1,Home,149,Discount,US,2025-01-04,2025-01,0,1
272,2024-01-27,2024-01,157.78,0,Outdoor,150,Organic,UK,2024-01-27,2024-01,0,1
273,2024-04-26,2024-04,85.2,0,Beauty,150,Organic,UK,2024-01-27,2024-01,3,0
274,2025-01-20,2025-01,198.03,0,Home,151,Organic,US,2025-01-20,2025-01,0,1
275,2025-01-23,2025-01,161.56,1,Beauty,151,Organic,US,2025-01-20,2025-01,0,0
276,2024-05-06,2024-05,29.5,0,Beauty,152,Paid Social,UK,2024-05-06,2024-05,0,1
277,2024-05-19,2024-05,224.8,0,Beauty,152,Paid Social,UK,2024-05-06,2024-05,0,0
